Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST00281,52,33380,47851,756,12,No
CUST00282,26,15000,16974,760,36,No
CUST00283,26,47913,98735,709,84,No
CUST00284,65,36608,111429,680,36,No
CUST00285,48,47261,180427,850,12,No
CUST00286,46,33866,97464,759,12,Yes
CUST00287,59,46561,43851,573,24,No
CUST00288,44,26510,16260,799,24,No
CUST00289,44,33809,84818,748,60,No
CUST00290,41,46951,42118,601,84,Yes
CUST00291,54,37469,53064,717,36,No
CUST00292,34,69758,258640,649,48,Yes
CUST00293,29,66887,243828,580,48,No
CUST00294,64,106757,302917,602,84,Yes
CUST00295,55,51186,53810,715,84,No
CUST00296,61,62827,80723,717,24,No
CUST00297,36,56043,136693,632,36,No
CUST00298,56,80628,58868,771,48,No
CUST00299,51,24579,83119,628,12,Yes
CUST00300,41,42679,122932,582,36,Yes
CUST00301,56,47717,185234,611,48,No
CUST00302,24,65644,102696,566,24,Yes
CUST00303,35,30709,111542,807,120,Yes
CUST00304,33,39946,37473,574,36,No
CUST00305,26,44062,167243,649,24,Yes
CUST00306,60,50498,174160,543,60,Yes
CUST00307,22,93261,298303,745,36,No
CUST00308,57,32754,73472,707,84,No
CUST00309,62,74912,248439,625,84,Yes
CUST00310,50,60674,123691,662,48,No
CUST00311,42,42786,128969,607,84,No
CUST00312,43,64416,115749,643,60,Yes
CUST00313,36,41112,56230,663,12,Yes
CUST00314,45,67314,260465,587,24,No
CUST00315,57,52893,55945,599,60,No
CUST00316,40,47181,88528,651,48,No
CUST00317,34,50077,74352,637,60,No
CUST00318,62,48092,25422,592,12,No
CUST00319,37,50692,90271,515,48,Yes
CUST00320,56,62786,47552,745,60,No
CUST00321,56,44954,129530,850,12,Yes
CUST00322,27,29819,50299,738,36,No
CUST00323,33,40415,25902,601,12,Yes
CUST00324,42,62247,63572,559,60,Yes
CUST00325,60,47493,126225,723,120,No
CUST00326,42,33531,74253,646,60,Yes
CUST00327,22,36760,144454,738,60,Yes
CUST00328,65,38308,54756,572,84,No
CUST00329,58,29579,75200,590,24,No
CUST00330,60,57711,194822,573,24,Yes
CUST00331,65,57714,92223,660,24,No
CUST00332,34,28711,106857,724,120,No
CUST00333,24,49029,120764,557,84,Yes
CUST00334,45,50671,187099,695,36,No
CUST00335,64,58961,162236,523,84,Yes
CUST00336,51,59806,146722,706,24,No
CUST00337,40,58730,171247,526,48,Yes
CUST00338,43,15974,48335,581,36,Yes
CUST00339,64,18123,34087,604,36,No
CUST00340,30,51272,153790,714,36,No
CUST00341,62,54168,65394,741,60,No
CUST00342,56,51754,137400,609,60,Yes
CUST00343,24,44308,121085,564,12,Yes
CUST00344,42,53312,170475,614,12,No
CUST00345,31,19907,71156,753,48,No
CUST00346,39,43785,161032,754,12,No
CUST00347,35,26854,101464,622,24,Yes
CUST00348,32,59482,203828,641,120,Yes
CUST00349,39,56756,141201,642,12,No
CUST00350,42,43341,104086,850,48,No
CUST00351,29,66996,78710,578,12,Yes
CUST00352,50,37903,20820,548,36,No
CUST00353,57,49606,130878,603,84,No
CUST00354,48,47368,134639,647,24,No
CUST00355,51,48936,69134,704,24,No
CUST00356,38,69630,210985,631,12,Yes
CUST00357,44,52731,48185,623,36,Yes
CUST00358,64,16779,49707,647,36,No
CUST00359,61,68010,180307,616,24,No
CUST00360,51,72072,188835,759,48,No
CUST00361,51,56496,191500,506,120,Yes
CUST00362,59,60199,124228,626,84,Yes
CUST00363,57,80755,295572,747,24,No
CUST00364,30,73079,149552,785,84,No
CUST00365,58,16560,34100,662,12,Yes
CUST00366,53,35008,85972,702,84,No
CUST00367,22,28690,89235,740,60,Yes
CUST00368,48,51343,204316,674,12,No
CUST00369,51,73091,233263,666,120,No
CUST00370,62,71986,260565,633,48,No
CUST00371,45,35636,100361,735,60,Yes
CUST00372,43,96576,181148,821,24,No
CUST00373,35,70365,276163,534,48,Yes
CUST00374,55,39381,51346,686,48,No
CUST00375,38,68844,218870,801,12,No
CUST00376,47,23307,84177,526,24,Yes
CUST00377,27,38736,110478,602,120,Yes
CUST00378,23,44249,55773,684,120,No
CUST00379,29,40130,134646,648,84,No
CUST00380,57,33036,53595,581,36,No
CUST00381,63,36569,53502,639,60,No
CUST00382,32,41648,93070,590,36,No
CUST00383,63,38893,114232,716,48,Yes
CUST00384,45,64027,86013,741,24,No
CUST00385,30,68713,169608,483,48,Yes
CUST00386,29,44446,73599,690,12,No
CUST00387,44,79164,92360,721,36,No
CUST00388,59,25781,29869,552,120,No
CUST00389,63,35823,126927,617,36,Yes
CUST00390,21,57777,178829,700,84,No
CUST00391,51,78847,233639,587,48,No
CUST00392,56,48613,103637,709,84,No
CUST00393,37,31305,66711,778,120,No
CUST00394,51,56155,68001,580,36,No
CUST00395,57,74445,41449,551,60,No
CUST00396,58,52180,61921,584,24,No
CUST00397,36,28754,83299,651,36,No
CUST00398,52,80220,177855,626,24,No
CUST00399,43,68958,152336,762,60,No
CUST00400,24,20983,15950,627,120,No
CUST00401,21,25502,33408,730,84,Yes
CUST00402,34,37613,100142,647,84,No
CUST00403,51,53270,125863,638,48,Yes
CUST00404,54,51124,76860,552,60,No
CUST00405,64,16334,18416,730,12,No
CUST00406,36,62853,210762,741,36,No
CUST00407,26,42169,104474,708,84,Yes
CUST00408,64,58476,232200,621,84,No
CUST00409,26,40496,87715,694,84,Yes
CUST00410,31,85189,234881,727,36,No
CUST00411,27,86867,113290,540,120,No
CUST00412,57,49507,37636,654,36,No
CUST00413,57,48823,169733,608,12,No
CUST00414,58,75588,254970,767,12,No
CUST00415,57,57043,106217,802,60,No
CUST00416,29,61928,47963,532,84,No
CUST00417,24,65695,50327,683,60,No
CUST00418,59,30285,18283,733,36,No
CUST00419,49,38148,144734,654,48,Yes
CUST00420,58,50945,135776,621,120,Yes
CUST00421,25,64064,191607,673,84,Yes
CUST00422,45,51524,26699,685,36,No
CUST00423,38,61160,122835,670,60,No
CUST00424,47,61214,149348,671,60,No
CUST00425,41,56859,110780,640,120,Yes
CUST00426,56,96211,240707,526,24,No
CUST00427,31,64798,144236,702,12,Yes
CUST00428,38,36780,28292,694,36,No
CUST00429,61,30082,63248,653,24,Yes
CUST00430,46,42629,141284,747,36,No
CUST00431,48,69261,270796,505,24,Yes
CUST00432,59,66398,106213,633,48,No
CUST00433,39,52582,204395,537,120,Yes
CUST00434,45,49020,87136,788,60,No
CUST00435,55,68106,40469,774,84,No
CUST00436,34,41165,120404,675,120,No
CUST00437,47,50415,78643,611,36,No
CUST00438,48,56715,225014,620,48,No
CUST00439,55,15000,43815,643,60,Yes
CUST00440,44,45148,116408,510,12,Yes
CUST00441,36,45754,126487,587,12,No
CUST00442,62,46998,147310,577,120,Yes
CUST00443,21,65384,203605,683,60,No
CUST00444,57,58154,123328,726,84,No
CUST00445,53,91644,200673,850,36,No
CUST00446,26,86902,86542,777,36,No
CUST00447,34,38489,32395,640,84,No
CUST00448,41,59965,179159,660,12,No
CUST00449,62,79967,300254,741,84,Yes
CUST00450,32,39712,79118,627,48,Yes
CUST00451,46,47073,131832,613,48,Yes
CUST00452,60,69598,139435,591,12,No
CUST00453,34,50026,164387,773,60,Yes
CUST00454,55,61169,128542,716,36,No
CUST00455,52,29690,76879,630,60,Yes
CUST00456,28,34920,92914,776,120,No
CUST00457,40,75972,216701,598,36,Yes
CUST00458,40,67911,67555,702,48,No
CUST00459,29,38169,84100,612,60,No
CUST00460,62,65067,70535,629,36,Yes
CUST00461,41,68669,242355,557,12,Yes
CUST00462,33,73477,166722,461,48,Yes
CUST00463,52,25275,55869,727,12,No
CUST00464,35,51228,122006,712,24,No
CUST00465,57,53559,129829,514,12,Yes
CUST00466,38,60266,107516,503,120,No
CUST00467,49,15000,12877,580,120,No
CUST00468,36,34714,71999,850,36,No
CUST00469,26,15000,48221,746,24,Yes
CUST00470,58,41654,109796,503,48,Yes
CUST00471,29,62166,206332,507,60,Yes
CUST00472,38,46032,180745,622,36,Yes
CUST00473,38,75675,276255,622,120,Yes
CUST00474,47,104122,368037,528,24,No
CUST00475,29,55058,187180,776,120,No
CUST00476,46,31426,45269,657,48,No
CUST00477,25,30243,24976,527,60,No
CUST00478,65,70912,271301,620,36,No
CUST00479,26,52617,148617,562,36,No
CUST00480,55,17172,58161,776,48,Yes
CUST00481,39,42615,105749,740,48,No
CUST00482,64,55425,149184,626,120,No
CUST00483,28,64535,135382,630,48,Yes
CUST00484,65,86355,134414,561,120,No
CUST00485,38,69175,54543,692,84,No
CUST00486,31,78907,239953,686,120,Yes
CUST00487,62,61765,77019,669,12,Yes
CUST00488,35,35611,18810,639,36,No
CUST00489,48,47933,62376,564,12,No
CUST00490,27,68733,106357,696,48,No
CUST00491,29,37955,28065,557,60,Yes
CUST00492,62,63603,79230,714,84,No
CUST00493,47,40494,51037,592,12,Yes
CUST00494,28,40013,154905,608,36,No
CUST00495,36,53727,130927,683,60,No
CUST00496,39,59990,208023,530,84,No
CUST00497,34,33648,104896,639,36,No
CUST00498,36,46200,103882,651,60,Yes
CUST00499,21,96817,93132,635,120,No
CUST00500,47,36905,116972,741,120,Yes
CUST00501,58,67792,43346,676,12,No
CUST00502,46,29689,66909,645,48,No
CUST00503,46,74397,197611,699,36,Yes
CUST00504,26,42898,142774,646,60,Yes
CUST00505,58,32308,93166,537,12,Yes
CUST00506,48,50624,35572,496,12,No
CUST00507,28,31389,49674,682,84,No
CUST00508,32,75653,223573,736,24,No
CUST00509,43,23864,72133,630,24,Yes
CUST00510,38,54034,197205,610,36,No
CUST00511,38,41097,160799,641,84,Yes
CUST00512,50,48935,171652,648,24,Yes
CUST00513,37,60573,173204,482,12,Yes
CUST00514,53,90604,49199,653,12,No
CUST00515,45,64913,250642,626,12,No
CUST00516,62,41130,80487,684,84,No
CUST00517,25,46824,133759,632,12,Yes
CUST00518,54,99377,73662,627,48,No
CUST00519,40,44335,23404,740,24,No
CUST00520,40,54122,96822,590,48,No
CUST00521,33,52511,172546,550,24,Yes
CUST00522,47,77227,210505,665,84,No
CUST00523,42,81342,282380,651,84,Yes
CUST00524,34,41955,93228,639,12,No
CUST00525,30,53102,197776,616,120,No
CUST00526,65,70797,220720,596,60,Yes
CUST00527,29,43268,111270,589,12,No
CUST00528,29,56162,90001,712,120,No
CUST00529,41,49053,37349,708,24,Yes
CUST00530,58,61589,127704,674,36,No
CUST00531,55,35576,74059,757,48,No
CUST00532,28,82547,129166,728,84,No
CUST00533,23,62734,63934,804,84,No
CUST00534,43,50467,78019,665,120,No
CUST00535,22,88759,217090,603,60,Yes
CUST00536,50,80651,74609,735,12,No
CUST00537,35,77846,140344,759,84,No
CUST00538,26,42891,143454,619,12,No
CUST00539,33,70942,67450,600,120,No
CUST00540,42,85868,58153,783,60,No
CUST00541,46,37324,74399,652,36,Yes
CUST00542,32,51942,52992,736,60,No
CUST00543,36,42272,151745,575,48,Yes
CUST00544,38,41080,112941,706,120,No
CUST00545,61,77531,44065,646,48,No
CUST00546,43,23864,40667,668,60,No
CUST00547,45,54470,141072,668,12,No
CUST00548,38,106879,251488,739,120,No
CUST00549,35,63158,176781,644,36,No
CUST00550,24,58856,148018,456,120,Yes
CUST00551,32,65801,218574,746,84,No
CUST00552,58,82515,314915,672,60,Yes
CUST00553,33,72010,280577,525,60,Yes
CUST00554,52,60947,158817,656,12,No
CUST00555,21,42796,142192,746,36,No
CUST00556,41,64473,191255,667,24,No
CUST00557,54,84323,152420,494,84,Yes
CUST00558,27,46779,183164,710,84,No
CUST00559,61,80261,89066,622,60,No
CUST00560,60,57947,148421,595,24,Yes
CUST00561,65,51891,26272,698,84,No
CUST00562,46,73280,182188,539,24,No
CUST00563,60,59227,223784,752,24,No
CUST00564,25,58855,64011,850,12,No
CUST00565,63,30894,63741,522,36,Yes
CUST00566,65,67625,59383,675,12,Yes
CUST00567,49,49816,179135,440,48,No
CUST00568,43,47021,102422,639,120,No
CUST00569,64,58014,191283,737,12,Yes
CUST00570,41,54409,92296,688,48,No
CUST00571,25,18197,15028,600,60,No
CUST00572,51,49607,138291,568,60,No
CUST00573,31,70237,274654,674,48,No
CUST00574,55,53598,71361,715,12,No
CUST00575,56,60562,106765,611,48,Yes
CUST00576,63,40445,33952,585,24,Yes
CUST00577,39,75179,67983,637,120,No
CUST00578,52,66154,181694,611,48,Yes
CUST00579,45,41667,59231,714,48,No
CUST00580,38,45524,133734,632,12,Yes
CUST00581,43,61652,194056,573,24,Yes
CUST00582,45,62812,149135,574,120,No
CUST00583,57,70068,54397,588,120,No
CUST00584,53,35428,88577,608,60,Yes
CUST00585,49,79181,309010,850,120,Yes
CUST00586,23,15000,30358,760,120,No
CUST00587,59,53040,196227,826,12,Yes
CUST00588,56,42219,61923,693,48,No
CUST00589,21,60724,141424,541,48,Yes
CUST00590,30,69307,218617,735,12,No
CUST00591,57,60832,215112,512,36,No
CUST00592,37,39602,104207,712,12,Yes
CUST00593,46,70252,205685,736,12,No
CUST00594,42,52910,114458,626,36,No
CUST00595,22,38228,60718,771,120,No
CUST00596,65,35794,46455,453,36,No
CUST00597,49,57382,175061,580,60,No
CUST00598,33,17821,34307,713,48,No
CUST00599,44,64348,67977,563,36,No
CUST00600,46,78132,279530,768,12,Yes
CUST00601,33,62087,130232,598,36,No
CUST00602,38,41387,78192,716,12,No
CUST00603,36,38184,42825,727,120,No
CUST00604,56,48691,176783,689,84,No
CUST00605,26,51111,54698,727,60,No
CUST00606,34,71200,204482,560,36,No
CUST00607,53,86089,274323,668,12,Yes
CUST00608,29,40331,21360,563,36,No
CUST00609,40,48436,70902,528,48,No
CUST00610,50,54747,157134,740,120,No
CUST00611,58,72246,203607,707,120,No
CUST00612,56,40168,62046,562,12,Yes
CUST00613,42,80682,283615,642,36,No
CUST00614,62,51904,165011,693,12,No
CUST00615,59,41986,41556,690,12,No
CUST00616,39,53890,100179,733,12,No
CUST00617,57,61651,184755,583,84,No
CUST00618,51,77369,176061,584,120,Yes
CUST00619,63,63122,53124,615,24,No
CUST00620,56,55928,161016,599,36,No
CUST00621,35,36741,57860,754,120,No
CUST00622,44,54004,187893,717,48,Yes
CUST00623,61,17570,13164,554,24,Yes
CUST00624,64,43846,30219,696,120,No
CUST00625,33,25778,93444,847,48,Yes
CUST00626,32,58764,159169,559,24,Yes
CUST00627,24,69384,219543,652,24,No
CUST00628,31,24496,19796,659,60,Yes
CUST00629,48,16664,30689,768,12,No
CUST00630,44,91123,286943,598,60,Yes
CUST00631,64,84267,108867,653,36,No
CUST00632,27,37148,40290,721,120,Yes
CUST00633,39,34014,79403,677,48,No
CUST00634,29,33681,59190,794,24,No
CUST00635,46,67737,267363,657,24,No
CUST00636,58,45775,136816,649,120,Yes
CUST00637,61,54190,36310,749,12,No
CUST00638,62,57915,52428,628,48,No
CUST00639,56,54518,66470,774,84,No
CUST00640,40,47700,110716,668,60,No
CUST00641,29,21389,48993,734,60,Yes
CUST00642,28,59577,156777,558,120,Yes
CUST00643,54,71703,138684,637,24,Yes
CUST00644,52,78236,170736,585,24,Yes
CUST00645,63,62381,156547,671,48,Yes
CUST00646,26,56311,170764,619,36,No
CUST00647,50,70043,148839,645,12,No
CUST00648,23,65193,187018,589,48,No
CUST00649,27,77482,41364,515,24,No
CUST00650,31,36890,141761,799,36,No
CUST00651,26,43515,39094,703,48,No
CUST00652,38,69127,150272,545,48,No
CUST00653,31,76064,53645,731,120,No
CUST00654,47,72534,180704,601,48,Yes
CUST00655,45,59509,209413,542,120,No
CUST00656,29,34286,123655,660,48,Yes
CUST00657,37,53404,189005,640,60,No
CUST00658,57,52897,203398,594,120,Yes
CUST00659,54,45548,91778,547,84,Yes
CUST00660,43,41698,42544,552,120,No
CUST00661,60,79345,83252,689,120,No
CUST00662,52,59842,132895,627,24,Yes
CUST00663,38,67143,184751,668,48,No
CUST00664,26,23705,49030,687,120,No
CUST00665,41,70508,196492,714,12,No
CUST00666,23,54689,44743,649,60,No
CUST00667,61,47785,58488,740,84,No
CUST00668,42,51070,65380,670,48,No
CUST00669,60,31868,56455,575,48,Yes
CUST00670,63,57905,197143,722,120,Yes
CUST00671,54,49007,178340,677,48,Yes
CUST00672,47,74352,85981,718,120,No
CUST00673,50,60285,101446,604,120,No
